MODULE_EVENT_ID,MODULE_ID,EVENT_TYPE_NAME,IS_ACTIVE,CREATED_TS,MODIFIED_TS,MODULE_NAME
87FA3FA6FC6B31F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,HIPPCheckTrackingUpdated,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC6C31F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,HIPPCoverageDetailAdded,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC6D31F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,HIPPCoverageDetailUpdated,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC6E31F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,HIPPCoverageLevelAdded,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC6F31F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,HIPPCoverageMemberAdded,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC7031F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,HIPPCoverageMemberUpdated,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC7131F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,HIPPCoverageModelAdded,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC7331F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,HIPPExpenditureRequested,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC7431F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,HIPPLetterAdded,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC7531F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,HIPPLetterInvalidated,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC7631F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,HIPPLetterUpdated,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC7731F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,HIPPModelCalculationAdded,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC7831F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,HIPPModelCalculationUpdated,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC7931F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,HIPPNoteAdded,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC7A31F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,HIPPNoteUpdated,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC7B31F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,HIPPPayeeInformationAdded,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC7C31F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,HIPPPayeeInformationUpdated,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC7E31F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,HIPPReEvaluationCompleted,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC7F31F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,HIPPUpdated,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC8031F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,MemberAtRiskAdded,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC8131F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,MemberAtRiskAttachmentAdded,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC8231F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,MemberAtRiskAttachmentInvalidated,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC8331F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,MemberAtRiskUpdated,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC8431F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,MemberToAbsentParentAdded,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC8531F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,NonCoveredCodeAdded,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC8631F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,NonCoveredCodeInvalidated,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC8731F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,NonCoveredCodeUpdated,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC8831F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,PolicyChronologicalNoteAdded,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC8931F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,PolicyChronologicalNoteUpdated,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC8A31F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,PolicyCoveragesInvalidated,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC8B31F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,PolicyLetterAdded,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC8C31F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,PolicyLetterUpdated,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC8D31F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,PotentialTPLDiscrepencyReported,1,03-MAY-19,03-MAY-19,TPL Policy
885B0F280EDF5F90E0530A3C8F0AD5AB,1FC46E4BBEEF447098A05597693E1E9F,AttachmentAdded,1,07-MAY-19,07-MAY-19,TPL Policy
56B137DFD57012B8E053EABDAF8221EC,1FC46E4BBEEF447098A05597693E1E9F,AbsentParentAdded,1,21-AUG-17,21-AUG-17,TPL Policy
56B137DFD57112B8E053EABDAF8221EC,1FC46E4BBEEF447098A05597693E1E9F,AbsentParentUpdated,1,21-AUG-17,21-AUG-17,TPL Policy
56B137DFD57212B8E053EABDAF8221EC,1FC46E4BBEEF447098A05597693E1E9F,PolicyHolderInvalidated,1,21-AUG-17,21-AUG-17,TPL Policy
56B137DFD57312B8E053EABDAF8221EC,1FC46E4BBEEF447098A05597693E1E9F,PolicyholderUpdated,1,21-AUG-17,21-AUG-17,TPL Policy
56B137DFD57412B8E053EABDAF8221EC,1FC46E4BBEEF447098A05597693E1E9F,PolicyholderAdded,1,21-AUG-17,21-AUG-17,TPL Policy
CBD55873E1494FABB0EC8713DD2E1B51,1FC46E4BBEEF447098A05597693E1E9F,CarrierAdded,1,23-MAY-17,23-MAY-17,TPL Policy
F2032AD0EB5046028D52BD4A0DB5CA10,1FC46E4BBEEF447098A05597693E1E9F,CarrierUpdated,1,23-MAY-17,23-MAY-17,TPL Policy
478895B4EF9B4F18BC4537E94BC7D0FB,1FC46E4BBEEF447098A05597693E1E9F,CarrierInvalidated,1,23-MAY-17,23-MAY-17,TPL Policy
4A2EAEEF51CB47E6AA7321AEF3E5B188,1FC46E4BBEEF447098A05597693E1E9F,CarrierAddressAdded,1,23-MAY-17,23-MAY-17,TPL Policy
71A0AEAF739049F3BE363F56EF72BFB6,1FC46E4BBEEF447098A05597693E1E9F,CarrierAddressInvalidated,1,23-MAY-17,23-MAY-17,TPL Policy
759994035279493E9F25FE4703753CDC,1FC46E4BBEEF447098A05597693E1E9F,CarrierAddressUpdated,1,23-MAY-17,23-MAY-17,TPL Policy
FCC6997E3D89413CAA6184CD4BEAA14B,1FC46E4BBEEF447098A05597693E1E9F,PolicyAdded,1,23-MAY-17,23-MAY-17,TPL Policy
DA12A47161E5458D9CDE6960AD7F1DA0,1FC46E4BBEEF447098A05597693E1E9F,PolicyUpdated,1,23-MAY-17,23-MAY-17,TPL Policy
5C464572AE950C0CE0530A67A28FE80D,1FC46E4BBEEF447098A05597693E1E9F,PolicyCoveragesAdded,1,14-NOV-17,14-NOV-17,TPL Policy
5C464572AE960C0CE0530A67A28FE80D,1FC46E4BBEEF447098A05597693E1E9F,PolicyCoveragesUpdated,1,14-NOV-17,14-NOV-17,TPL Policy
6069A542384BB7DAE0530A67A28F34A4,1FC46E4BBEEF447098A05597693E1E9F,PolicyInvalidated,1,25-DEC-17,25-DEC-17,TPL Policy
6ABEB4CED49D9150E0530A67A28F6C24,1FC46E4BBEEF447098A05597693E1E9F,PolicyIntakeAdded,1,26-APR-18,26-APR-18,TPL Policy
6ABEB4CED49E9150E0530A67A28F6C24,1FC46E4BBEEF447098A05597693E1E9F,PolicyIntakeUpdated,1,26-APR-18,26-APR-18,TPL Policy
9532748940C9D7CFE0530A3C8F0A2456,1FC46E4BBEEF447098A05597693E1E9F,PolicyLetterInvalidated,1,18-OCT-19,18-OCT-19,TPL Policy
A63FC9B6B046DBA9E0530A3C8F0AC85B,1FC46E4BBEEF447098A05597693E1E9F,TaskAttachmentAdded,1,22-MAY-20,22-MAY-20,TPL Policy
A63FC9B6B047DBA9E0530A3C8F0AC85B,1FC46E4BBEEF447098A05597693E1E9F,TaskAttachmentUpdated,1,22-MAY-20,22-MAY-20,TPL Policy
AAF87ACBC1221F4FE0530A3C8F0A41C1,1FC46E4BBEEF447098A05597693E1E9F,HIPPExpenditureResultAdded,1,21-JUL-20,21-JUL-20,TPL Policy
AAF87ACBC1231F4FE0530A3C8F0A41C1,1FC46E4BBEEF447098A05597693E1E9F,HIPPExpenditureResultUpdated,1,21-JUL-20,21-JUL-20,TPL Policy
83EA736BDF45C373E0530A67A28FB8C8,1FC46E4BBEEF447098A05597693E1E9F,HIPPDispositionRequested,1,12-MAR-19,12-MAR-19,TPL Policy
94A5A38FEA6520FBE0530A3C8F0A09C6,1FC46E4BBEEF447098A05597693E1E9F,HIPPCarrierPlanNoteAdded,1,11-OCT-19,11-OCT-19,TPL Policy
94A5A38FEA6620FBE0530A3C8F0A09C6,1FC46E4BBEEF447098A05597693E1E9F,HIPPPaymentHistoryUpdated,1,11-OCT-19,11-OCT-19,TPL Policy
94A5A38FEA6720FBE0530A3C8F0A09C6,1FC46E4BBEEF447098A05597693E1E9F,NonCoveredCodeRequestLetterAdded,1,11-OCT-19,11-OCT-19,TPL Policy
94A5A38FEA6820FBE0530A3C8F0A09C6,1FC46E4BBEEF447098A05597693E1E9F,NonCoveredCodeRequestLetterResponseAttachmentInvalidated,1,11-OCT-19,11-OCT-19,TPL Policy
94A5A38FEA6920FBE0530A3C8F0A09C6,1FC46E4BBEEF447098A05597693E1E9F,NonCoveredCodeRequestLetterUpdated,1,11-OCT-19,11-OCT-19,TPL Policy
B2D423B5E3A9AC82E0530A3C8F0A9D2D,1FC46E4BBEEF447098A05597693E1E9F,HIPPExpenditureRequestUpdated,1,29-OCT-20,29-OCT-20,TPL Policy
86AC3B88C15AE702E0530A3C8F0ACAA5,1FC46E4BBEEF447098A05597693E1E9F,HIPPPaymentRecoupmentUpdated,1,16-APR-19,16-APR-19,TPL Policy
87FA3FA6FC4431F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,AbsentParentMemberInvalidated,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC4331F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,AbsentParentInvalidated,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC4531F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,AttachmentInvalidated,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC4631F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,AttachmentUpdated,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC4731F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,CarrierChronologicalNoteAdded,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC4831F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,CarrierChronologicalNoteUpdated,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC4931F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,CarrierCoverageAdded,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC4A31F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,CarrierCoverageUpdated,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC4B31F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,CarrierCrossWalkRuleAdded,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC4C31F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,CarrierCrossWalkRuleInvalidated,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC4D31F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,CarrierCrossWalkRuleUpdated,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC4E31F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,CarrierMigrationAdded,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC4F31F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,CarrierMigrationUpdated,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC5031F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,CarrierPlanCopied,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC5131F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,CarrierPlansNoteAdded,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC5231F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,CarrierPlansNoteUpdated,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC5331F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,CarrierToEmployerAssociationAdded,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC5431F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,CarrierToEmployerAssociationInvalidated,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC5531F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,CarrierToEmployerAssociationUpdated,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC5631F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,DiscrepancyLetterAdded,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC5731F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,DiscrepancyLetterResponseAttachmentAdded,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC5831F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,DiscrepancyLetterResponseAttachmentInvalidated,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC5931F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,EmployerAdded,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC5A31F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,EmployerChronologicalNoteAdded,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC5B31F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,EmployerChronologicalNoteUpdated,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC5C31F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,EmployerInvalidated,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC5D31F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,EmployerToCarrierAssociationAdded,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC5E31F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,EmployerToCarrierAssociationInvalidated,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC5F31F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,EmployerToCarrierAssociationUpdated,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC6031F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,EmployerUpdated,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC6131F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,ExpiringNonCoveredCodeNotificationAcknowledged,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC6231F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,ExpiringNonCoveredCodeNotificationAdded,1,03-MAY-19,03-MAY-19,TPL Policy
87FA3FA6FC6331F7E0530A3C8F0AFA4F,1FC46E4BBEEF447098A05597693E1E9F,HIPPAdded,1,03-MAY-19,03-MAY-19,TPL Policy
5C464572B0F00C0CE0530A67A28FE80D,585FE6E3364C4557BDACA22878C38C02,CaseRequestSaved,1,04-DEC-17,04-DEC-17,Program Integrity
6DD90F669B208DA8E0530A67A28F5B69,585FE6E3364C4557BDACA22878C38C02,CaseRequestRaised,1,04-JUN-18,04-JUN-18,Program Integrity
6DD90F669B1F8DA8E0530A67A28F5B69,585FE6E3364C4557BDACA22878C38C02,ETLBatchIdEvents,1,04-JUN-18,04-JUN-18,Program Integrity
6DD90F669B1E8DA8E0530A67A28F5B69,585FE6E3364C4557BDACA22878C38C02,RandomSampleEvents,1,04-JUN-18,04-JUN-18,Program Integrity
8F2A1FC12005FED3E0530A3C8F0ABDD1,632E354411AE4093B542635E493EC63C,EventGroupPublishStarted,1,02-AUG-19,02-AUG-19,Integration
8F2A1FC12006FED3E0530A3C8F0ABDD1,632E354411AE4093B542635E493EC63C,EventGroupPublishCompleted,1,02-AUG-19,02-AUG-19,Integration
AC5526DFE4D51A63E0530A3C8F0AD7D9,632E354411AE4093B542635E493EC63C,FTEMetadataInvalidated,1,07-AUG-20,07-AUG-20,Integration
AC5526DFE4D41A63E0530A3C8F0AD7D9,632E354411AE4093B542635E493EC63C,FTEMetadataUpdated,1,07-AUG-20,07-AUG-20,Integration
AC5526DFE4D31A63E0530A3C8F0AD7D9,632E354411AE4093B542635E493EC63C,FTEMetadataAdded,1,07-AUG-20,07-AUG-20,Integration
7D00321C48662CDCE0530A67A28FFE43,69DEA6307A024E25BA95EF543351870D,MemberAssignmentUpdateBatch,1,14-DEC-18,14-DEC-18,Managed Care
7D00321C48672CDCE0530A67A28FFE43,69DEA6307A024E25BA95EF543351870D,MCMemberCapitationClassificationEvent,1,14-DEC-18,14-DEC-18,Managed Care
7D00321C48682CDCE0530A67A28FFE43,69DEA6307A024E25BA95EF543351870D,MCMemberCapitationClassificationInvalidated,1,14-DEC-18,14-DEC-18,Managed Care
7D00321C48692CDCE0530A67A28FFE43,69DEA6307A024E25BA95EF543351870D,NetworkMCEAdded,1,14-DEC-18,14-DEC-18,Managed Care
7D00321C486A2CDCE0530A67A28FFE43,69DEA6307A024E25BA95EF543351870D,NetworkMCEUpdated,1,14-DEC-18,14-DEC-18,Managed Care
7D00321C486B2CDCE0530A67A28FFE43,69DEA6307A024E25BA95EF543351870D,NetworkProviderCapacityAdded,1,14-DEC-18,14-DEC-18,Managed Care
7D00321C486C2CDCE0530A67A28FFE43,69DEA6307A024E25BA95EF543351870D,NetworkProviderCapacityUpdated,1,14-DEC-18,14-DEC-18,Managed Care
7D00321C486D2CDCE0530A67A28FFE43,69DEA6307A024E25BA95EF543351870D,NetworkProviderRegionCapacityAdded,1,14-DEC-18,14-DEC-18,Managed Care
7D00321C486E2CDCE0530A67A28FFE43,69DEA6307A024E25BA95EF543351870D,NetworkProviderRegionCapacityUpdated,1,14-DEC-18,14-DEC-18,Managed Care
7D00321C486F2CDCE0530A67A28FFE43,69DEA6307A024E25BA95EF543351870D,NetworkProviderUpdated,1,14-DEC-18,14-DEC-18,Managed Care
7D00321C48702CDCE0530A67A28FFE43,69DEA6307A024E25BA95EF543351870D,NetworkRestrictionAdded,1,14-DEC-18,14-DEC-18,Managed Care
7D00321C48712CDCE0530A67A28FFE43,69DEA6307A024E25BA95EF543351870D,NetworkRestrictionUpdated,1,14-DEC-18,14-DEC-18,Managed Care
7D00321C48722CDCE0530A67A28FFE43,69DEA6307A024E25BA95EF543351870D,NTWNetworkAdded,1,14-DEC-18,14-DEC-18,Managed Care
7D00321C48732CDCE0530A67A28FFE43,69DEA6307A024E25BA95EF543351870D,NTWNetworkUpdated,1,14-DEC-18,14-DEC-18,Managed Care
7D00321C48742CDCE0530A67A28FFE43,69DEA6307A024E25BA95EF543351870D,OpenEnrollmentBatchUpdated,1,14-DEC-18,14-DEC-18,Managed Care
7D00321C48752CDCE0530A67A28FFE43,69DEA6307A024E25BA95EF543351870D,PCPMemberLockOutsAdded,1,14-DEC-18,14-DEC-18,Managed Care
7D00321C48762CDCE0530A67A28FFE43,69DEA6307A024E25BA95EF543351870D,PCPMemberLockOutsInvalidated,1,14-DEC-18,14-DEC-18,Managed Care
7D00321C48772CDCE0530A67A28FFE43,69DEA6307A024E25BA95EF543351870D,PCPMemberLockOutsUpdated,1,14-DEC-18,14-DEC-18,Managed Care
7D00321C48782CDCE0530A67A28FFE43,69DEA6307A024E25BA95EF543351870D,PCPServiceLocationMemberAssignmentAdded,1,14-DEC-18,14-DEC-18,Managed Care
7D00321C48792CDCE0530A67A28FFE43,69DEA6307A024E25BA95EF543351870D,PCPServiceLocationMemberAssignmentUpdated,1,14-DEC-18,14-DEC-18,Managed Care
7D00321C487A2CDCE0530A67A28FFE43,69DEA6307A024E25BA95EF543351870D,MCPCPServiceLocationOverallCapacityAdded,1,14-DEC-18,14-DEC-18,Managed Care
7D00321C487B2CDCE0530A67A28FFE43,69DEA6307A024E25BA95EF543351870D,MCPCPServiceLocationOverallCapacityUpdated,1,14-DEC-18,14-DEC-18,Managed Care
7D00321C487C2CDCE0530A67A28FFE43,69DEA6307A024E25BA95EF543351870D,PRNMCOParticipationUpdated,1,14-DEC-18,14-DEC-18,Managed Care
7D00321C487D2CDCE0530A67A28FFE43,69DEA6307A024E25BA95EF543351870D,MCProviderCapacityAdded,1,14-DEC-18,14-DEC-18,Managed Care
7D00321C487E2CDCE0530A67A28FFE43,69DEA6307A024E25BA95EF543351870D,MCProviderCapacityUpdated,1,14-DEC-18,14-DEC-18,Managed Care
7D00321C487F2CDCE0530A67A28FFE43,69DEA6307A024E25BA95EF543351870D,ProviderMCContractAdded,1,14-DEC-18,14-DEC-18,Managed Care
7D00321C48802CDCE0530A67A28FFE43,69DEA6307A024E25BA95EF543351870D,ProviderMCContractUpdated,1,14-DEC-18,14-DEC-18,Managed Care
